subject,predicate,object
5342240,wikidata/Education::,38425
5240292,wikidata/Education::,29156
6467748,wikidata/Education::,10158
5357562,wikidata/Doctor of Philosophy,38397
5211312,wikidata/Education::,29159
256265,wikidata/Hierarchy::has subsidiary,4250418
2157158,wikidata/Education::,38397
5325615,wikidata/Education::,29155
6262932,wikidata/Education::,38397
6376413,wikidata/Education::,38397
2219364,wikidata/Education::,2147541
16646,littlesis/BA,38450
3738685,wikidata/Education::,29156
7175747,wikidata/Education::,3119713
939951,wikidata/Education::,29110
6395793,wikidata/Education::,226145
410020,wikidata/Hierarchy::has subsidiary,4222721
7318605,wikidata/Education::,38425
6241305,wikidata/Education::,3119713
155480,littlesis/Donation/Grant::3000 usd (Campaign Contribution),21796
2288515,wikidata/Education::,38450
5192654,wikidata/(criminology),29159
1214513,wikidata/Education::,38397
3599,littlesis/Service/Transaction::220000 usd (Lobbying Client),83128
3158446,wikidata/Education::,29110
4307765,wikidata/Education::,29110
3112683,wikidata/Education::,4211682
5214836,wikidata/Education::,29155
1007332,wikidata/Education::,29110
3245126,wikidata/Education::,29155
3415105,wikidata/Education::,2157382
255522,littlesis/Donation/Grant::50000 usd,55616
1571400,wikidata/Education::,1587525
1027105,wikidata/Master of Arts,29223
6260917,wikidata/Education::,29110
7616035,wikidata/Education::,38412
3396309,wikidata/Education::,38535
7210044,wikidata/Education::,2157382
901772,wikidata/Education::,10158
4197269,wikidata/Education::,29143
7264632,wikidata/Education::,29155
5336302,wikidata/Education::,38397
2523283,wikidata/Education::,29175
7187171,wikidata/Education::,38397
124759,wikidata/Education::,29156
5523668,wikidata/Education::,226145
7616133,wikidata/Education::,415846
4182037,wikidata/Doctor of Philosophy,29143
4197014,wikidata/Education::,29148
411120,wikidata/Ownership:: (3% stake),408417
177517,littlesis/Policy Expert,262421
3471110,wikidata/Education::,3119713
6261524,wikidata/Education::,3121131
5313422,wikidata/Education::,29143
5196460,wikidata/Education::,38425
2327338,wikidata/Education::,29143
3186710,wikidata/Education::,29110
2318236,wikidata/Education::,5218639
5189546,wikidata/Education::,29110
4300,littlesis/Donation/Grant::3700 usd (Campaign Contribution),28169
5460995,wikidata/Education::,255354
7365925,wikidata/Education::,38397
3128092,wikidata/Education::,29110
426527,littlesis/Donation/Grant::1000 usd (Campaign Contribution),28534
7516544,wikidata/Education::,29159
2149331,wikidata/Education::,29148
5491462,wikidata/Education::,29136
531589,wikidata/Education::,29155
972138,wikidata/Education::,29241
6190105,wikidata/Bachelor of Arts,38450
3134490,wikidata/Education::,415846
843421,wikidata/Hierarchy::has subsidiary,4202108
6470681,wikidata/Education::,29143
3305301,wikidata/Education::,29110
4215785,wikidata/Education::,29110
6336749,wikidata/Education::,29110
71611,wikidata/Ownership::,32653
6334189,wikidata/Education::,29143
6260928,wikidata/Education::,29156
3415055,wikidata/Bachelor of Arts,29223
3788,wikidata/Ownership:: (3% stake),44598
5384417,wikidata/Education::,29175
5304292,wikidata/Education::,10158
7450810,wikidata/Education::,38397
6396530,wikidata/Education::,38397
83318,littlesis/Donation/Grant::2950 usd (Campaign Contribution),28344
4844473,wikidata/Education::,38450
194,littlesis/Donation/Grant::2000 usd (Campaign Contribution),28235
190,littlesis/Donation/Grant::2000 usd (Campaign Contribution),38214
1151229,wikidata/Education::,29143
4485882,wikidata/Education::,38397
3246762,wikidata/doctorate,3121131
7281891,wikidata/Education::,3119713
4265591,wikidata/Education::,38450
5523,littlesis/Donation/Grant::4000 usd (Campaign Contribution),37983
28862,wikidata/Education::,7252649
28921,littlesis/Fellow of the Institute of Politics,226145
3292987,wikidata/Education::,38535
2168087,wikidata/Education::,29175
1877759,wikidata/Education::,29223
7187594,wikidata/Education::,255440
7186635,wikidata/Education::,29175
49209,littlesis/MBA,29155
389639,littlesis/Donation/Grant::1000 usd (Campaign Contribution),38002
10158,wikidata/Hierarchy::has subsidiary,3151248
5213952,wikidata/Education::,3119713
5279139,wikidata/Doctor of Philosophy,29110
6328401,wikidata/Education::,29110
6208552,wikidata/Education::,29136
5382490,wikidata/Education::,29136
6644487,wikidata/Bachelor of Science (computer science),29155
1109226,wikidata/Education::,35960
4328980,wikidata/Education::,29155
4255611,wikidata/Ownership::,2150083
370358,littlesis/President,3788
5276337,wikidata/Education::,4211424
6197318,wikidata/Master of Arts (political science),29148
396582,wikidata/Hierarchy::has subsidiary,3263064
5577956,wikidata/Education::,261954
5352558,wikidata/Education::,416561
258466,littlesis/Family::son,28235
1009506,wikidata/Education::,38425
29162,wikidata/Education::,255354
3124908,wikidata/Education::,29110
1406281,wikidata/corporate governance,3686716
2379,littlesis/Donation/Grant::10800 usd (Campaign Contribution),413525
2353485,wikidata/Education::,255354
427984,littlesis/Donation/Grant::2000 usd (Campaign Contribution),37983
7347226,wikidata/Education::,255354
1651413,wikidata/Education::,10158
5477239,wikidata/Education::,29110
6398057,wikidata/Education::,29148
5210012,wikidata/Education::,29223
3394361,wikidata/Education::,38404
3188269,wikidata/Ownership::,260526
7326266,wikidata/Education::,29156
212080,wikidata/Ownership:: (100% stake),134241
2339764,wikidata/Education::,29155
2338195,wikidata/Education::,29175
856,littlesis/Lobbying::Direct Lobbying,29085
4110,littlesis/Chair (Compensation Committee); Member (Nominating Committee),837
1000387,wikidata/Education::,38450
363991,littlesis/Head of UK Trading,3575
4287617,wikidata/Education::,29223
160785,littlesis/Donation/Grant::500 usd (Campaign Contribution),38048
6242485,wikidata/Education::,3119713
5480059,wikidata/Education::,415669
6081775,wikidata/Education::,29155
3114713,wikidata/Education::,3119713
28235,littlesis/Regent,143717
1109718,wikidata/Education::,835777
261696,wikidata/Hierarchy::has subsidiary,6338847
296618,littlesis/Donation/Grant::4500 usd (Campaign Contribution),28546
7482003,wikidata/Education::,29148
7184698,wikidata/Ownership:: (25% stake),44359
845205,wikidata/Education::,21865
833,littlesis/Lobbying::Direct Lobbying,30473
3240099,wikidata/Education::,29241
37778,wikidata/Ownership::,7199769
211434,wikidata/Hierarchy::has subsidiary,3233041
817076,wikidata/Education::,415846
3395781,wikidata/Education::,29148
7311148,wikidata/Education::,415846
2652776,wikidata/Education::,38397
1100813,wikidata/Education::,29148
28603,wikidata/Bachelor of Science,38475
37984,littlesis/Donation/Grant::500 usd (Campaign Contribution),151749
34646,wikidata/Education::,29110
834,littlesis/Service/Transaction::1763432 usd (Contractor),38344
4263089,wikidata/Education::,29175
7606715,wikidata/Education::,38397
82329,wikidata/Education::,255354
1027456,wikidata/Education::,29110
5597887,wikidata/Education::,21865
284770,wikidata/Education::,29155
4106,littlesis/Member,255718
7207481,wikidata/Education::,29155
6340304,wikidata/Education::,29155
7310829,wikidata/Education::,38425
3240443,wikidata/Education::,29110
3396399,wikidata/Education::,5213208
4702981,wikidata/Education::,29136
2142407,wikidata/Education::,3119713
5465908,wikidata/Education::,29156
1151407,wikidata/Education::,21865
2253493,wikidata/Education::,3119713
4995399,wikidata/Education::,3119713
5614909,wikidata/Education::,38397
1106230,wikidata/Education::,29148
5188875,wikidata/Education::,38397
833814,wikidata/Education::,29156
5231742,wikidata/Education::,416568
6192963,wikidata/Education::,3119713
5568968,wikidata/Education::,29155
823,wikidata/Ownership::,5494989
3115993,wikidata/Ownership:: (1% stake),259754
7319052,wikidata/Education::,35960
3573,wikidata/Hierarchy::has subsidiary,5625120
2325988,wikidata/Bachelor of Fine Arts (art of painting),29155
989418,wikidata/Education::,7199570
6206130,wikidata/Education::,5213208
3309600,wikidata/Education::,29136
4378094,wikidata/Education::,29222
5497995,wikidata/Education::,29143
929370,wikidata/Education::,4625867
2278110,wikidata/Education::,29110
743214,wikidata/master's degree (corporate communication),415846
2146105,wikidata/Education::,29148
38250,wikidata/Education::,4184023
23,littlesis/Donation/Grant::2700 usd (Campaign Contribution),28574
2186649,wikidata/Education::,4211424
1781316,wikidata/Education::,38397
3675083,wikidata/Education::,29143
44620,wikidata/Ownership::,399884
29181,littlesis/Master of Business Administration,29110
3153851,wikidata/Education::,38425
191544,wikidata/Education::,38450
4293523,wikidata/Education::,2157382
3327429,wikidata/Education::,261954
5234135,wikidata/Education::,3119713
4329112,wikidata/Education::,10158
6647274,wikidata/Education::,415669
5400964,wikidata/Education::,29143
4300,littlesis/Donation/Grant::500 usd (Campaign Contribution),28796
5493495,wikidata/Education::,415846
7228718,wikidata/Education::,38397
105,wikidata/Hierarchy::has subsidiary,962020
259344,littlesis/Donation/Grant::3000 usd (Campaign Contribution),21796
28938,littlesis/Donation/Grant::1000 usd (Campaign Contribution),260590
4190312,wikidata/Education::,21865
6359384,wikidata/Education::,29110
1004037,wikidata/Education::,38397
7357168,wikidata/Education::,29136
6374290,wikidata/Education::,5184890
7196703,wikidata/Education::,29156
2262416,wikidata/Education::,38425
7622019,wikidata/Education::,29110
274369,littlesis/Professional::student,260590
6407776,wikidata/Education::,226145
3733096,wikidata/Education::,415846
4373773,wikidata/Education::,21865
4762274,wikidata/Education::,29223
4414,littlesis/Donation/Grant::10800 usd (Campaign Contribution),28534
11791,littlesis/BA,29155
6366271,wikidata/Education::,6226320
38296,littlesis/Donation/Grant::2000 usd (Campaign Contribution),28344
2188533,wikidata/Education::,29155
60617,wikidata/Education::,29143
827403,wikidata/Education::,29143
3287167,wikidata/Education::,29143
899034,wikidata/Education::,29110
2152821,wikidata/Education::,29110
21345,littlesis/Donation/Grant::2800 usd (Campaign Contribution),28533
21952,wikidata/Ownership:: (45% stake),6202000
7320439,wikidata/Education::,29241
3450231,wikidata/Education::,5213208
6545983,wikidata/Education::,29223
4383717,wikidata/Education::,261954
3121533,wikidata/Education::,38397
6765409,wikidata/Education::,29110
3739454,wikidata/Education::,29148
259131,littlesis/Ownership:: (8274826 shares),328
7275518,wikidata/Education::,29110
4226455,wikidata/Education::,29148
1039,wikidata/Education::,29143
2169114,wikidata/Education::,29148
7312235,wikidata/Education::,29359
5086377,wikidata/Education::,261954
48108,wikidata/Bachelor of Arts,255354
6230740,wikidata/Education::,3119713
67882,wikidata/Education::,38481
399672,littlesis/Donation/Grant::11556 usd (Campaign Contribution),28480
6203901,wikidata/bachelor's degree (agricultural science),2147541
2318461,wikidata/Education::,226145
845205,wikidata/Education::,29143
949216,wikidata/Education::,5213208
229742,littlesis/Board Member,256324
129027,littlesis/Donation/Grant::4800 usd (Campaign Contribution),28480
2507698,wikidata/Education::,38397
3165373,wikidata/Bachelor of Psychology,29136
4255611,wikidata/Ownership::,5190897
853918,wikidata/Education::,29110
6200389,wikidata/Education::,29110
3214735,wikidata/Doctor of Philosophy,29241
21445,wikidata/Hierarchy::has subsidiary,7216024
6370882,wikidata/Education::,255538
7367579,wikidata/Doctor of Philosophy,29156
5644176,wikidata/Doctor of Philosophy,29110
1012,littlesis/Donation/Grant::2100 usd (Campaign Contribution),37969
4551883,wikidata/Education::,5213208
5597514,wikidata/Education::,38397
846389,wikidata/Master of Arts (history),29110
3635,wikidata/Hierarchy::has subsidiary,6261280
825432,wikidata/Education::,29156
31312,littlesis/Donation/Grant::500 usd (Campaign Contribution),28480
6370436,wikidata/Education::,29148
4233426,wikidata/Education::,3119713
7303782,wikidata/Education::,29110
5267801,wikidata/Education::,3121131
256852,littlesis/Donation/Grant::1000 usd (Campaign Contribution),38214
5689301,wikidata/Education::,29136
6222510,wikidata/Education::,10158
4372181,wikidata/Education::,38475
38387,littlesis/Donation/Grant::2000 usd (Campaign Contribution),37983
5256198,wikidata/Education::,3121131
1260098,wikidata/Education::,29143
7489231,wikidata/Education::,29143
5330543,wikidata/Education::,29136
5325005,wikidata/Education::,29148
3618727,wikidata/Bachelor of Arts,245622
403793,littlesis/Donation/Grant::6000 usd (Campaign Contribution),151570
49699,wikidata/Doctor of Philosophy,38475
3964228,wikidata/Education::,4184023
6196386,wikidata/Education::,29143
396329,littlesis/Donation/Grant::4300 usd (Campaign Contribution),28344
244100,littlesis/Professional::endorser,28515
4278134,wikidata/Education::,29148
7382882,wikidata/Education::,38397
5728997,wikidata/Education::,29110
412185,wikidata/Ownership:: (3% stake),3121022
4178712,wikidata/Education::,29110
6221056,wikidata/Doctor of Philosophy (government),29110
7350327,wikidata/Education::,4184023
829481,wikidata/Education::,5213208
6482228,wikidata/Education::,29110
399445,littlesis/Donation/Grant::67428 usd (Campaign Contribution),399445
7184489,wikidata/Education::,29148
4396878,wikidata/Education::,261954
2339675,wikidata/Education::,29136
56541,littlesis/Donation/Grant::17499 usd (Campaign Contribution),28344
3251775,wikidata/Education::,29110
1251488,wikidata/Education::,29136
6213243,wikidata/Education::,29110
2153764,wikidata/Education::,29175
4193420,wikidata/Education::,3119713
37958,wikidata/Doctor of Philosophy,38425
6210310,wikidata/Education::,38397
6317865,wikidata/Education::,29136
7606601,wikidata/Education::,7199570
6205250,wikidata/Education::,29155
997815,wikidata/Education::,29143
6363828,wikidata/Education::,29136
4414,littlesis/CEO,328
4467630,wikidata/Education::,255440
6479233,wikidata/Education::,29223
3135059,wikidata/Education::,21865
4056,littlesis/Family::brother,4041
7597414,wikidata/Education::,38450
3599753,wikidata/Education::,29241
5382677,wikidata/Education::,38450
939698,wikidata/Juris Doctor,29110
3312163,wikidata/Education::,21865
1092946,wikidata/Education::,29148
191237,littlesis/Donation/Grant::5600 usd (Campaign Contribution),349393
259761,littlesis/Donation/Grant::2000 usd (Campaign Contribution),27885
3788,wikidata/Ownership::,39313
256862,littlesis/Donation/Grant::1000 usd (Campaign Contribution),37983
258065,"littlesis/member ex officio, board of overseers",29110
5696656,wikidata/Education::,38397
1013583,wikidata/Doctor of Science (science),29175
265816,wikidata/Ownership::,5243352
5373418,wikidata/Education::,226145
5843852,wikidata/Bachelor of Arts (history),29110
5205525,wikidata/Education::,29143
207831,littlesis/Donation/Grant::500 usd (Campaign Contribution),260590
